state,action,q_value,last_action,debug
"('7', 'A', 'J')_-11.0_10_2",take_discard_3,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_1,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_2,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_3,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_flip_1,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_flip_2,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('7', 'A', 'J')_-11.0_10_2",draw_deck_flip_3,0.0,g_54_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '7', 'A', 'J')_0.5_A_3",take_discard_3,0.0,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', 'A', 'J')_0.5_A_3",draw_deck_2,0.0,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', 'A', 'J')_0.5_A_3",draw_deck_3,0.0,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', 'A', 'J')_0.5_A_3",draw_deck_flip_2,0.0,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '7', 'A', 'J')_0.5_A_3",draw_deck_flip_3,0.0,g_54_r_3: Q-learning agent took from discard and placed at position 3,{}
"('7', '8')_-2.0_2_1",take_discard_1,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",take_discard_2,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",take_discard_3,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_0,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_1,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_2,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_3,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_flip_0,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_flip_1,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_flip_2,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('7', '8')_-2.0_2_1",draw_deck_flip_3,0.0,g_55_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '7', '8')_-9.0_9_2",take_discard_2,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",take_discard_3,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_1,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_2,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_3,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_flip_1,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_flip_2,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8')_-9.0_9_2",draw_deck_flip_3,0.0,g_55_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '7', '8', '9')_-0.5_4_3",take_discard_3,0.0,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '8', '9')_-0.5_4_3",draw_deck_2,0.0,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '8', '9')_-0.5_4_3",draw_deck_3,0.0,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '8', '9')_-0.5_4_3",draw_deck_flip_2,0.0,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '8', '9')_-0.5_4_3",draw_deck_flip_3,0.0,g_55_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '7', '9')_-7.0_K_4",draw_deck_3,0.0,g_55_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '4', '7', '9')_-7.0_K_4",draw_deck_flip_3,0.0,g_55_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', 'J')_-10.0_Q_1",take_discard_1,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",take_discard_2,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",take_discard_3,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_0,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_1,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_2,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_3,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_flip_0,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_flip_1,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_flip_2,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-10.0_Q_1",draw_deck_flip_3,0.0,g_56_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",take_discard_3,0.0,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",draw_deck_2,0.0,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",draw_deck_3,0.0,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",draw_deck_flip_2,0.0,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J', 'J', 'Q')_-8.5_8_3",draw_deck_flip_3,0.0,g_56_r_3: Q-learning agent took from discard and placed at position 3,{}
"('8', 'J', 'J', 'Q')_-4.5_3_4",draw_deck_3,0.0,g_56_r_4: Q-learning agent took from discard and placed at position 4,{}
"('8', 'J', 'J', 'Q')_-4.5_3_4",draw_deck_flip_3,0.0,g_56_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3')_-1.0_3_1",take_discard_1,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",take_discard_2,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",take_discard_3,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_0,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_1,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_2,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_3,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_flip_0,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_flip_1,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_flip_2,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3')_-1.0_3_1",draw_deck_flip_3,0.0,g_57_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '3', '3')_-13.0_Q_2",take_discard_2,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",take_discard_3,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_1,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_2,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_3,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_flip_1,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_flip_2,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3')_-13.0_Q_2",draw_deck_flip_3,0.0,g_57_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '3', '3', 'Q')_-11.5_8_3",take_discard_3,0.0,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '3', 'Q')_-11.5_8_3",draw_deck_2,0.0,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '3', 'Q')_-11.5_8_3",draw_deck_3,0.0,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '3', 'Q')_-11.5_8_3",draw_deck_flip_2,0.0,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '3', 'Q')_-11.5_8_3",draw_deck_flip_3,0.0,g_57_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '8', 'Q')_3.0_3_4",draw_deck_3,0.0,g_57_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3', '8', 'Q')_3.0_3_4",draw_deck_flip_3,0.0,g_57_r_4: Q-learning agent took from discard and placed at position 4,{}
"('A', 'Q')_0.0_A_1",take_discard_1,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",take_discard_2,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",take_discard_3,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_0,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_1,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_2,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_3,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_flip_0,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_flip_1,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_flip_2,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_0.0_A_1",draw_deck_flip_3,0.0,g_58_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'A', 'Q')_-3.0_2_2",take_discard_2,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",take_discard_3,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_1,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_2,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_3,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_flip_1,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_flip_2,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'Q')_-3.0_2_2",draw_deck_flip_3,0.0,g_58_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",take_discard_3,0.0,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",draw_deck_2,0.0,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",draw_deck_3,0.0,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",draw_deck_flip_2,0.0,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', 'A', 'A', 'Q')_-9.0_8_3",draw_deck_flip_3,0.0,g_58_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'A', 'A')_-6.5_5_4",draw_deck_3,0.0,g_58_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '8', 'A', 'A')_-6.5_5_4",draw_deck_flip_3,0.0,g_58_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '5')_-6.0_8_1",take_discard_1,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",take_discard_2,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",take_discard_3,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_0,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_1,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_2,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_3,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_flip_0,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_flip_1,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_flip_2,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5')_-6.0_8_1",draw_deck_flip_3,0.0,g_59_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '8')_-5.0_6_2",take_discard_2,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",take_discard_3,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_1,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_2,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_3,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_flip_1,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_flip_2,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '8')_-5.0_6_2",draw_deck_flip_3,0.0,g_59_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '6', '8')_-1.0_2_3",take_discard_3,0.0,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '6', '8')_-1.0_2_3",draw_deck_2,0.0,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '6', '8')_-1.0_2_3",draw_deck_3,0.0,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '6', '8')_-1.0_2_3",draw_deck_flip_2,0.0,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '6', '8')_-1.0_2_3",draw_deck_flip_3,0.0,g_59_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', 'J')_-2.0_2_1",take_discard_1,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",take_discard_2,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",take_discard_3,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_0,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_1,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_2,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_3,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_flip_0,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_flip_1,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_flip_2,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', 'J')_-2.0_2_1",draw_deck_flip_3,0.0,g_60_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '5', 'J')_-8.0_8_2",take_discard_2,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",take_discard_3,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_1,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_2,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_3,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_flip_1,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_flip_2,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', 'J')_-8.0_8_2",draw_deck_flip_3,0.0,g_60_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '5', '8', 'J')_-0.5_J_3",take_discard_3,0.0,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '8', 'J')_-0.5_J_3",draw_deck_2,0.0,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '8', 'J')_-0.5_J_3",draw_deck_3,0.0,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '8', 'J')_-0.5_J_3",draw_deck_flip_2,0.0,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '5', '8', 'J')_-0.5_J_3",draw_deck_flip_3,0.0,g_60_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'J', 'J')_-7.5_7_4",draw_deck_3,0.0,g_60_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '8', 'J', 'J')_-7.5_7_4",draw_deck_flip_3,0.0,g_60_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', 'A')_-7.0_7_1",take_discard_1,0.0,g_61_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', 'A')_-7.0_7_1",take_discard_2,0.0,g_61_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', 'A')_-7.0_7_1",take_discard_3,0.0,g_61_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', 'A')_-7.0_7_1",draw_deck_0,0.0,g_61_r_1: Q-learning agent took from discard and placed at position 1,{}
